customer_id,tenure_months,plan_type,monthly_charges,total_charges,contract_type,payment_method,support_tickets,tech_issues,usage_hours_month,late_payments,satisfaction_score,autopay,region,churn
CUST-00547,33,Standard,53.49,1764.54,Month-to-month,Bank transfer,1,1,29,0,3,Yes,West,1
CUST-00548,6,Basic,35.9,218.33,Two year,Electronic check,1,2,12,0,2.5,No,North,0
CUST-00549,32,Basic,26.25,861.79,Month-to-month,Bank transfer,5,3,12,3,2.7,No,East,1
CUST-00550,1,Basic,32.69,30.84,One year,Credit card,1,3,39,0,1.7,No,East,1
CUST-00551,39,Premium,96.31,3548.69,Two year,Credit card,1,0,48,0,3.5,Yes,East,0
CUST-00552,1,Basic,35.62,35.7,One year,Credit card,0,1,21,1,3.7,No,North,0
CUST-00553,6,Basic,26.23,154.7,Two year,Electronic check,0,1,26,0,2.5,Yes,North,0
CUST-00554,21,Standard,66.86,1430.7,Month-to-month,Credit card,5,2,17,3,2.5,Yes,East,1
CUST-00555,23,Basic,31.05,706.39,One year,Bank transfer,0,3,24,0,4.4,No,North,0
CUST-00556,24,Basic,23.48,564.56,Two year,Credit card,2,4,18,0,1.9,Yes,South,0
CUST-00557,5,Basic,33.97,165.59,One year,Electronic check,0,2,10,0,3.1,No,South,1
CUST-00558,25,Standard,55.7,1378.66,Two year,Bank transfer,1,1,24,0,3.6,No,West,0
CUST-00559,6,Basic,42.12,244.81,Month-to-month,Electronic check,3,0,21,0,1.5,No,West,1
CUST-00560,24,Premium,83.08,1881.24,Two year,Mailed check,0,1,47,2,2.8,No,East,0
CUST-00561,18,Premium,95.85,1756.1,Month-to-month,Bank transfer,2,2,31,1,2.9,Yes,East,1
CUST-00562,17,Premium,80.85,1351.52,One year,Bank transfer,2,1,46,1,3.2,Yes,North,1
CUST-00563,3,Premium,80.31,228.92,One year,Bank transfer,0,1,49,1,4.3,Yes,North,0
CUST-00564,23,Standard,57.3,1268.19,One year,Credit card,1,0,31,0,3.6,Yes,West,0
CUST-00565,7,Premium,89.63,651.14,Two year,Mailed check,0,1,46,1,2.3,Yes,North,0
CUST-00566,31,Basic,37.9,1130.42,Two year,Bank transfer,0,1,13,1,2.9,No,North,0
CUST-00567,6,Premium,82.38,495.59,One year,Credit card,0,2,37,2,3.8,Yes,North,0
CUST-00568,1,Premium,91.41,88.71,Month-to-month,Electronic check,2,0,41,1,3,No,West,1
CUST-00569,33,Basic,37.43,1253.75,Two year,Credit card,2,2,16,1,2.9,Yes,South,0
CUST-00570,7,Standard,66.78,472.13,Month-to-month,Electronic check,0,0,33,1,3,No,South,1
CUST-00571,24,Basic,36.08,850.36,One year,Electronic check,1,2,29,1,1.5,Yes,South,1
CUST-00572,29,Basic,31.89,888.68,One year,Electronic check,0,3,20,2,3.4,No,South,1
CUST-00573,11,Standard,70.5,729.4,Month-to-month,Mailed check,2,1,34,0,2.4,No,East,1
CUST-00574,23,Standard,52.14,1159.1,One year,Mailed check,0,0,33,0,2.5,No,South,0
CUST-00575,21,Standard,53.83,1112.43,One year,Electronic check,0,2,29,2,2,Yes,North,0
CUST-00576,23,Standard,52.48,1227.24,Month-to-month,Mailed check,2,1,26,0,3.3,Yes,South,0
CUST-00577,12,Premium,80.9,976.73,Month-to-month,Bank transfer,5,0,53,3,3,Yes,West,1
CUST-00578,42,Basic,38.87,1641.79,One year,Electronic check,3,1,24,1,1.7,Yes,South,0
CUST-00579,39,Basic,27.21,1008.7,One year,Bank transfer,3,0,32,2,2.8,No,West,0
CUST-00580,16,Standard,56.6,932.69,Month-to-month,Mailed check,2,1,37,1,3.3,Yes,South,0
CUST-00581,22,Standard,52.55,1123.56,Two year,Credit card,2,1,44,3,2.3,No,West,0
CUST-00582,23,Basic,29.16,650.21,One year,Credit card,2,2,22,1,3.3,Yes,North,0
CUST-00583,20,Basic,31.48,651.82,Month-to-month,Credit card,2,1,26,0,2.8,No,West,0
CUST-00584,1,Basic,26.81,25.59,Month-to-month,Bank transfer,4,1,16,0,3.3,No,West,1
CUST-00585,1,Basic,32.58,32.02,Two year,Credit card,0,2,26,3,2.5,No,West,0
CUST-00586,28,Premium,74.67,2085.11,One year,Bank transfer,1,1,44,1,3.3,No,West,1
CUST-00587,28,Standard,60.01,1619.22,One year,Bank transfer,2,0,28,4,2.6,Yes,West,0
CUST-00588,40,Standard,52.87,2000.1,One year,Credit card,1,0,20,2,2.7,Yes,South,0
CUST-00589,3,Basic,30.73,94.92,Two year,Credit card,0,4,47,1,2.6,Yes,West,0
CUST-00590,42,Premium,77.28,3290.59,One year,Mailed check,4,0,45,1,2.5,No,South,0
CUST-00591,12,Premium,83.58,945.26,Two year,Credit card,2,1,40,2,3.4,Yes,South,1
CUST-00592,22,Premium,80.02,1696.41,Two year,Electronic check,4,1,30,1,2.8,Yes,North,0
CUST-00593,7,Standard,59.94,407.79,Month-to-month,Electronic check,4,0,16,1,2,Yes,North,1
CUST-00594,16,Basic,25.58,395.05,One year,Electronic check,0,3,27,0,3.4,Yes,North,0
CUST-00595,20,Standard,56.2,1128.42,Month-to-month,Electronic check,1,0,18,3,2,Yes,North,1
CUST-00596,26,Standard,67.08,1812.08,Month-to-month,Bank transfer,3,1,35,3,3.4,No,West,1
CUST-00597,4,Basic,34.78,135.41,Two year,Mailed check,0,1,18,1,3,Yes,East,1
CUST-00598,3,Basic,43.12,131.66,Month-to-month,Bank transfer,3,2,19,0,1.5,No,West,1
CUST-00599,20,Premium,96.62,1914.94,Two year,Mailed check,0,1,39,0,4.1,No,East,0
CUST-00600,19,Basic,35.26,691.65,Month-to-month,Mailed check,2,2,22,2,2.7,Yes,West,1
CUST-00601,22,Basic,36.51,815.1,Month-to-month,Electronic check,3,2,23,0,1.3,Yes,West,1
CUST-00602,38,Basic,38.32,1394.12,One year,Bank transfer,1,1,29,1,2.5,No,South,1
CUST-00603,18,Basic,37.31,682.9,Two year,Electronic check,0,0,24,2,2.2,Yes,South,0
CUST-00604,7,Premium,100.5,728.07,Month-to-month,Electronic check,2,1,39,1,3.5,No,West,0
CUST-00605,22,Premium,86.48,1870.44,One year,Mailed check,3,2,48,1,3.3,No,North,0
CUST-00606,27,Premium,104.77,2700.89,Month-to-month,Mailed check,2,1,52,0,2.6,Yes,North,0
CUST-00607,10,Premium,93.34,893.26,Two year,Bank transfer,0,1,39,2,2.6,No,East,1
CUST-00608,15,Standard,56.42,836.35,One year,Electronic check,0,0,35,1,4,No,East,0
CUST-00609,29,Standard,43.54,1206.51,Two year,Bank transfer,1,0,34,0,3.4,Yes,West,0
CUST-00610,9,Basic,25.65,227.35,One year,Electronic check,1,1,16,0,2.8,No,South,0
CUST-00611,23,Premium,85.48,1878.88,One year,Electronic check,3,0,40,0,3.3,Yes,West,0
CUST-00612,13,Standard,54.91,732.21,One year,Bank transfer,5,1,30,2,2.1,No,North,1
CUST-00613,14,Premium,78.36,1123.85,Two year,Credit card,2,1,67,0,2.7,No,North,0
CUST-00614,47,Basic,31.64,1508.79,Month-to-month,Bank transfer,6,2,26,2,2.2,Yes,West,1
CUST-00615,2,Basic,39.52,75.52,Month-to-month,Mailed check,2,3,26,2,2.5,Yes,East,1
CUST-00616,16,Standard,56.44,867.6,Month-to-month,Bank transfer,1,1,22,0,2.9,No,West,0
CUST-00617,10,Premium,95.21,983.93,One year,Electronic check,2,1,38,0,2.5,Yes,South,0
CUST-00618,2,Basic,38.27,76.43,One year,Bank transfer,2,4,24,2,3.1,Yes,South,1
CUST-00619,25,Standard,62.47,1534.13,Two year,Electronic check,3,1,29,0,2.5,No,South,1
CUST-00620,17,Basic,39.28,650.31,Two year,Electronic check,0,1,17,0,3.7,Yes,North,0
CUST-00621,9,Standard,56.77,520.95,One year,Electronic check,0,2,32,0,3.1,No,North,0
CUST-00622,25,Basic,36.44,861.53,Two year,Bank transfer,1,0,25,2,1.7,No,North,0
CUST-00623,1,Premium,78.46,74.07,Two year,Credit card,3,0,50,2,3.1,No,East,0
CUST-00624,19,Premium,97.72,1811.46,One year,Electronic check,0,3,51,1,2,Yes,East,0
CUST-00625,20,Basic,35.03,688.4,Month-to-month,Mailed check,4,1,17,0,3,No,West,0
CUST-00626,42,Premium,94.55,3761.66,Month-to-month,Credit card,5,2,46,2,2.1,No,West,1
CUST-00627,14,Standard,61.88,887.67,Month-to-month,Mailed check,1,2,35,0,2.6,No,West,1
CUST-00628,31,Basic,27.7,812.71,Month-to-month,Credit card,2,3,41,1,2.5,No,North,1
CUST-00629,20,Standard,48.54,995.38,One year,Credit card,2,3,38,1,3.5,No,North,0
CUST-00630,21,Standard,58.43,1201.15,Two year,Bank transfer,0,2,41,3,3.2,No,South,0
CUST-00631,17,Basic,34.05,569.26,Month-to-month,Bank transfer,2,3,13,0,1.6,No,North,1
CUST-00632,18,Basic,36.16,637.77,One year,Mailed check,0,1,14,0,2.1,No,West,0
CUST-00633,22,Premium,77.1,1759.83,One year,Mailed check,1,0,49,0,3.2,Yes,East,0
CUST-00634,11,Standard,61.22,684.85,Month-to-month,Bank transfer,0,1,26,2,3.5,Yes,West,1
CUST-00635,29,Premium,87.25,2504.77,One year,Bank transfer,2,1,30,1,1.7,Yes,West,0
CUST-00636,12,Standard,50.67,596.63,Two year,Electronic check,2,0,33,0,2.8,Yes,South,0
CUST-00637,22,Basic,34.76,777.2,One year,Mailed check,0,3,18,0,2.7,Yes,South,0
CUST-00638,24,Basic,38.03,942.22,One year,Electronic check,0,0,25,0,3.9,Yes,South,0
CUST-00639,21,Basic,36.36,728.64,One year,Credit card,0,1,23,1,2.2,Yes,West,0
CUST-00640,31,Premium,95.48,2954.17,Month-to-month,Bank transfer,2,2,49,0,2.6,Yes,East,0
CUST-00641,15,Basic,33.88,480.31,Month-to-month,Electronic check,0,2,14,0,3.2,Yes,West,1
CUST-00642,2,Premium,88.49,168.36,Month-to-month,Mailed check,6,2,23,4,2.1,Yes,South,1
CUST-00643,21,Premium,78.25,1700.01,Month-to-month,Electronic check,0,0,46,2,4,Yes,North,0
CUST-00644,5,Premium,75.62,371.91,Month-to-month,Electronic check,2,1,43,1,2.6,No,North,1
CUST-00645,31,Standard,70.87,2143.22,Month-to-month,Credit card,2,3,22,1,2.2,No,West,1
CUST-00646,22,Basic,34.17,749.76,Two year,Electronic check,0,2,11,0,3,Yes,West,0
CUST-00647,19,Basic,39.37,770.2,One year,Bank transfer,0,0,19,0,3.1,Yes,South,1
CUST-00648,10,Standard,67.07,684.37,One year,Mailed check,4,0,20,0,1.2,Yes,East,0
CUST-00649,27,Premium,94.35,2503.71,Month-to-month,Mailed check,5,1,52,1,2.9,Yes,West,1
CUST-00650,8,Basic,31.3,238.67,One year,Mailed check,2,1,6,3,2.3,No,West,0
CUST-00651,32,Standard,49.07,1554.51,Month-to-month,Bank transfer,3,0,36,2,2.5,No,South,1
CUST-00652,14,Standard,65.12,870.67,Month-to-month,Bank transfer,4,2,20,1,3.3,No,South,0
CUST-00653,13,Basic,42.71,549.87,One year,Electronic check,3,2,24,1,1.8,No,South,1
CUST-00654,21,Standard,44.5,940.32,Month-to-month,Credit card,1,3,31,1,3,Yes,North,1
CUST-00655,19,Premium,102.05,1947.33,Two year,Credit card,1,1,31,0,2.4,Yes,South,1
CUST-00656,17,Premium,76.54,1328.83,Month-to-month,Mailed check,0,2,34,0,3.6,No,North,1
CUST-00657,8,Basic,31.59,248.42,Two year,Credit card,1,1,26,1,3.4,Yes,North,1
CUST-00658,18,Standard,59.05,1028.98,One year,Electronic check,3,2,29,2,2.3,Yes,East,1
CUST-00659,37,Standard,55.67,1946.63,One year,Mailed check,3,2,28,2,3,Yes,West,0
CUST-00660,17,Basic,46.01,744.89,One year,Electronic check,4,2,13,0,2.2,No,North,1
CUST-00661,30,Basic,40.74,1167.38,One year,Credit card,0,2,12,0,2.9,Yes,East,1
CUST-00662,15,Basic,32.04,471.24,Month-to-month,Credit card,0,2,31,0,2.3,No,West,1
CUST-00663,1,Premium,90.44,88.65,Two year,Mailed check,1,3,47,0,3.1,No,South,1
CUST-00664,22,Standard,66.01,1466.23,Month-to-month,Credit card,0,2,36,0,2.4,No,West,1
CUST-00665,8,Standard,62.5,481.78,Month-to-month,Mailed check,2,0,25,3,3.4,Yes,East,1
CUST-00666,1,Standard,59.98,56.87,Two year,Electronic check,3,1,42,1,2.4,No,South,1
CUST-00667,23,Basic,32.52,736.31,One year,Mailed check,0,1,19,0,5,Yes,North,0
CUST-00668,21,Standard,56.57,1162.89,Month-to-month,Mailed check,2,0,20,2,2.4,No,South,1
CUST-00669,20,Basic,39.87,781.5,Month-to-month,Credit card,3,2,27,0,1.7,No,East,1
CUST-00670,24,Basic,28.22,650.91,One year,Electronic check,1,0,20,1,2,No,East,0
CUST-00671,11,Basic,41.89,464.32,Month-to-month,Mailed check,0,3,28,1,3.4,No,North,1
CUST-00672,12,Basic,34.77,421.66,Two year,Electronic check,1,4,16,0,2.7,No,West,0
CUST-00673,36,Basic,27.76,964.38,One year,Mailed check,0,1,26,0,4.1,Yes,East,0
CUST-00674,6,Standard,53.75,321.7,One year,Credit card,1,1,32,2,3,Yes,South,1
CUST-00675,35,Basic,38.39,1321.09,Two year,Credit card,0,2,27,1,2.6,Yes,East,0
CUST-00676,19,Basic,35.16,672.32,Two year,Electronic check,0,2,25,0,4.1,No,North,0
CUST-00677,27,Premium,88.56,2405.64,One year,Mailed check,0,0,32,0,3.4,No,East,0
CUST-00678,51,Premium,78.1,4059.32,Month-to-month,Credit card,3,3,37,0,2.9,No,South,1
CUST-00679,29,Premium,87.55,2497.74,One year,Credit card,0,1,36,2,4,No,West,1
CUST-00680,20,Premium,68.99,1349.1,Month-to-month,Bank transfer,0,3,31,1,2.9,No,North,1
CUST-00681,5,Standard,58.22,289.2,Two year,Bank transfer,2,0,31,2,2.3,Yes,West,1
CUST-00682,32,Premium,90.19,2884.61,One year,Mailed check,3,1,33,1,3.6,No,South,1
CUST-00683,24,Premium,71.66,1647.79,Two year,Mailed check,2,2,51,1,2.7,No,West,0
CUST-00684,18,Premium,102.61,1899.4,Month-to-month,Credit card,3,0,37,0,3.9,Yes,West,0
CUST-00685,4,Standard,53.79,220.8,One year,Mailed check,0,0,60,0,3.8,No,West,1
CUST-00686,6,Basic,35.67,203.05,Two year,Mailed check,0,0,4,2,3,No,South,0
CUST-00687,1,Premium,93.77,94.34,One year,Mailed check,0,0,38,3,1.8,Yes,West,1
CUST-00688,14,Standard,65.17,946.56,One year,Mailed check,1,2,33,0,3.9,Yes,North,0
CUST-00689,23,Standard,51.84,1156.84,Month-to-month,Bank transfer,1,1,29,1,2.2,No,South,0
CUST-00690,22,Basic,27.46,618.74,One year,Credit card,3,2,20,0,3.3,No,North,0
CUST-00691,1,Premium,90.63,88.32,Two year,Credit card,1,1,64,0,4.7,No,North,0
CUST-00692,9,Premium,68.58,583.06,One year,Bank transfer,3,0,40,0,3.3,No,North,0
CUST-00693,33,Basic,31.06,1038.58,Two year,Electronic check,4,0,27,1,1.8,Yes,West,0
CUST-00694,23,Basic,38.3,828.38,Two year,Electronic check,2,1,22,0,2.3,No,East,0
CUST-00695,12,Premium,95.31,1124.22,Month-to-month,Electronic check,0,1,46,2,2.3,No,West,0
CUST-00696,25,Premium,76.87,1852.35,One year,Credit card,1,1,51,0,2.9,Yes,East,1
CUST-00697,15,Standard,51.33,760.16,One year,Electronic check,1,1,55,2,3.7,Yes,West,0
CUST-00698,1,Basic,27.71,28.21,One year,Bank transfer,1,2,18,0,1.8,Yes,North,1
CUST-00699,4,Premium,104.85,423.62,Month-to-month,Bank transfer,2,1,38,1,3.4,No,North,1
CUST-00700,30,Standard,53.92,1580.73,One year,Mailed check,2,3,9,0,3.9,No,West,0
CUST-00701,24,Premium,79.07,1809.12,Two year,Mailed check,4,2,42,0,2.9,Yes,North,1
CUST-00702,11,Standard,48.56,553.27,Month-to-month,Electronic check,4,0,29,0,2.5,No,East,1
CUST-00703,19,Standard,54.57,1037.43,Month-to-month,Electronic check,2,2,23,0,3.7,No,South,1
CUST-00704,21,Premium,102.24,2115.83,Two year,Bank transfer,0,2,32,1,4.3,No,North,0
CUST-00705,19,Basic,29.67,546.43,Month-to-month,Electronic check,5,3,6,0,2.8,No,West,1
CUST-00706,23,Basic,37.4,837.81,One year,Mailed check,2,1,35,2,4.3,Yes,East,0
CUST-00707,18,Basic,33.83,593.29,One year,Bank transfer,3,1,25,0,3.9,No,West,1
CUST-00708,31,Premium,93.39,2944.96,Month-to-month,Credit card,3,2,47,1,3,Yes,West,1
CUST-00709,1,Premium,83.71,82.54,One year,Mailed check,0,1,42,1,2.7,No,East,1
CUST-00710,14,Premium,71.6,966.43,One year,Mailed check,0,2,47,0,2.6,Yes,East,0
CUST-00711,11,Standard,53.84,559.88,Two year,Bank transfer,0,1,36,0,4,No,South,0
CUST-00712,12,Premium,89.68,1100.48,Month-to-month,Bank transfer,0,1,38,2,4.5,Yes,North,1
CUST-00713,29,Premium,95.18,2599.58,Two year,Credit card,2,2,48,2,2,No,East,1
CUST-00714,29,Basic,26.76,763.32,Month-to-month,Credit card,4,0,12,0,3,No,East,1
CUST-00715,21,Basic,29.35,606.92,Month-to-month,Bank transfer,3,0,25,3,3.8,No,North,0
CUST-00716,25,Standard,58.7,1472.56,Two year,Bank transfer,3,1,27,0,3.6,No,North,0
CUST-00717,1,Standard,53.27,50.65,One year,Bank transfer,0,1,27,0,2.1,Yes,South,0
CUST-00718,26,Premium,82.2,2050.45,One year,Electronic check,1,1,40,0,3.7,Yes,North,0
CUST-00719,34,Basic,27.91,933.04,One year,Mailed check,3,4,16,0,3.8,Yes,North,0
CUST-00720,34,Basic,32.17,1046.34,One year,Bank transfer,2,1,13,1,3.4,No,South,1
CUST-00721,14,Standard,56.85,800.31,Month-to-month,Credit card,5,0,16,1,2.8,No,South,1
CUST-00722,30,Basic,40.2,1169.74,Month-to-month,Electronic check,5,0,5,2,3,Yes,West,0
CUST-00723,36,Premium,90.24,3245.08,One year,Credit card,2,2,34,1,3.1,Yes,East,1
CUST-00724,30,Standard,55.16,1707.31,Month-to-month,Mailed check,3,1,22,2,2.5,No,East,1
CUST-00725,22,Basic,34.99,799.96,Month-to-month,Bank transfer,3,3,10,1,1.5,No,West,1
CUST-00726,27,Basic,38.93,1008.12,One year,Electronic check,3,2,36,2,2.6,Yes,East,1
CUST-00727,32,Basic,35.47,1129.38,Two year,Bank transfer,3,1,16,2,1,No,East,1
CUST-00728,8,Standard,59.06,486.65,Month-to-month,Bank transfer,1,1,38,0,3.1,Yes,North,0
CUST-00729,40,Standard,61.6,2506.37,Month-to-month,Credit card,3,0,31,2,1.8,No,West,1
CUST-00730,27,Standard,47.85,1294.14,Two year,Mailed check,2,0,28,1,3.3,No,West,0
CUST-00731,16,Premium,72.41,1162.19,Month-to-month,Credit card,4,1,46,2,2.7,No,South,0
CUST-00732,32,Standard,51.41,1638.28,One year,Credit card,1,2,26,0,3,Yes,West,0
CUST-00733,20,Premium,89.56,1709.06,Month-to-month,Bank transfer,2,1,39,1,2.6,Yes,South,1
CUST-00734,4,Standard,54.06,212.78,One year,Bank transfer,2,1,23,1,2.8,No,North,0
CUST-00735,1,Basic,36.48,35.31,One year,Credit card,0,1,28,1,3.4,No,North,1
CUST-00736,18,Basic,27.92,491.35,One year,Mailed check,0,0,30,2,3.6,No,North,0
CUST-00737,1,Standard,57.25,55.89,One year,Bank transfer,0,1,35,2,3.6,Yes,North,1
CUST-00738,17,Basic,33.36,560.8,Month-to-month,Bank transfer,4,0,16,2,3.6,No,West,1
CUST-00739,29,Premium,81.75,2268.76,Two year,Electronic check,0,1,46,2,2.7,Yes,West,0
CUST-00740,16,Premium,87.08,1336.95,One year,Credit card,4,0,50,1,3,No,West,1
CUST-00741,1,Basic,35.93,35.01,One year,Bank transfer,3,4,7,0,2.4,Yes,South,1
CUST-00742,2,Standard,42.99,85.92,Month-to-month,Mailed check,3,2,31,3,2.7,No,West,1
CUST-00743,1,Standard,57.09,53.86,Month-to-month,Credit card,1,1,35,3,2.6,No,South,1
CUST-00744,32,Premium,86.7,2746.69,Two year,Bank transfer,3,1,49,0,1.5,No,South,0
CUST-00745,31,Premium,94.79,2992.23,Two year,Mailed check,2,1,51,2,2.4,Yes,North,0
CUST-00746,15,Standard,62.78,903.5,One year,Bank transfer,0,3,19,0,2.9,No,East,0
CUST-00747,17,Basic,36.35,614.46,One year,Credit card,3,1,17,1,2.9,Yes,West,0
CUST-00748,10,Basic,38.59,370.47,Two year,Mailed check,3,4,31,0,2.4,No,North,1
CUST-00749,21,Basic,34.28,738.96,One year,Credit card,1,0,13,1,3.7,No,North,0
CUST-00750,16,Basic,36.38,557.14,One year,Bank transfer,2,3,5,0,3.1,Yes,South,1
CUST-00751,30,Standard,54.37,1666.49,Month-to-month,Electronic check,3,1,28,4,2.8,No,West,1
CUST-00752,44,Standard,67.53,2990.31,One year,Mailed check,2,2,26,1,3.6,No,East,0
CUST-00753,1,Standard,60.77,61.63,Month-to-month,Bank transfer,1,0,30,2,2.9,No,South,1
CUST-00754,23,Standard,70.01,1638.22,Two year,Bank transfer,3,1,24,0,2.3,Yes,North,0
CUST-00755,7,Premium,80.98,555.92,Two year,Bank transfer,0,1,40,0,3.5,No,South,0
CUST-00756,5,Premium,85.05,400.66,Two year,Electronic check,3,1,47,1,1.8,No,South,1
CUST-00757,7,Basic,36.21,243.72,Two year,Mailed check,0,1,12,0,3.5,No,South,0
CUST-00758,5,Premium,84.95,433.28,Two year,Mailed check,4,1,50,4,2.1,No,South,1
CUST-00759,17,Basic,35.38,614.23,Month-to-month,Mailed check,2,3,25,1,2.6,Yes,North,0
CUST-00760,19,Standard,61.59,1100.8,Two year,Electronic check,0,0,26,1,4.7,Yes,West,0
CUST-00761,6,Standard,53.82,315.1,One year,Mailed check,4,0,22,0,1.6,Yes,South,1
CUST-00762,17,Standard,54.41,908.3,Month-to-month,Electronic check,2,2,36,0,1.8,No,North,1
CUST-00763,32,Premium,97.4,3199.4,Month-to-month,Electronic check,1,0,46,4,1.9,No,North,1
CUST-00764,12,Premium,99.45,1222.93,Month-to-month,Credit card,3,1,40,2,2.5,Yes,East,0
CUST-00765,26,Premium,83.22,2249.38,Month-to-month,Mailed check,1,1,40,1,2.4,Yes,East,0
CUST-00766,18,Basic,28.96,503.59,Two year,Mailed check,0,2,8,0,2.1,Yes,East,1
CUST-00767,11,Basic,32.88,360.29,Month-to-month,Mailed check,2,3,34,0,2.9,Yes,East,0
CUST-00768,6,Premium,79.24,493.32,Month-to-month,Bank transfer,4,0,32,0,3.5,Yes,East,1
CUST-00769,5,Standard,61.45,297.48,Two year,Credit card,0,0,27,2,3.2,Yes,South,1
CUST-00770,22,Premium,97.16,2155.11,Month-to-month,Credit card,2,3,22,3,3.5,No,West,1
CUST-00771,15,Basic,33.96,487.5,Month-to-month,Mailed check,2,0,45,2,2.9,No,North,1
CUST-00772,14,Standard,59.33,828.31,Month-to-month,Electronic check,0,1,25,1,3.1,Yes,North,0
CUST-00773,28,Standard,62,1769.81,One year,Mailed check,2,2,24,0,3.1,No,North,1
CUST-00774,37,Basic,45.11,1626.54,Two year,Mailed check,0,4,29,2,3,Yes,South,1
CUST-00775,35,Premium,76.54,2702.41,Two year,Bank transfer,1,1,47,1,2.5,Yes,East,1
CUST-00776,19,Standard,52.85,964.36,Two year,Electronic check,0,1,45,0,3.7,Yes,West,0
CUST-00777,31,Premium,95.32,3036.17,One year,Mailed check,1,3,41,0,2.5,No,South,0
CUST-00778,5,Basic,29.55,146.08,One year,Credit card,1,1,36,0,3.4,Yes,West,0
CUST-00779,6,Basic,30.89,192.41,Two year,Mailed check,2,0,19,1,2.2,Yes,West,0
CUST-00780,16,Premium,87.36,1325.35,One year,Bank transfer,3,1,49,0,2.7,No,North,0
CUST-00781,1,Standard,59.77,57.08,Two year,Mailed check,3,0,35,1,3.1,Yes,North,0
CUST-00782,6,Basic,41.79,249.17,Month-to-month,Electronic check,1,0,36,2,4.2,Yes,South,0
CUST-00783,21,Basic,30.09,605.75,One year,Electronic check,0,1,2,1,3.3,Yes,North,0
CUST-00784,20,Premium,94.78,1914.01,Month-to-month,Electronic check,4,1,40,3,2.2,Yes,North,1
CUST-00785,28,Premium,72.88,2010.73,One year,Electronic check,0,0,35,0,4.8,Yes,South,0
CUST-00786,18,Basic,32.74,610.83,One year,Credit card,0,3,5,0,2.8,No,West,0
CUST-00787,9,Premium,81.27,701.37,One year,Mailed check,0,1,26,1,4.1,Yes,West,0
CUST-00788,25,Basic,40.63,1041.07,Month-to-month,Credit card,2,2,15,3,2.7,No,East,1
CUST-00789,23,Basic,41.54,953.41,Month-to-month,Mailed check,3,2,33,1,2.3,No,West,0
CUST-00790,28,Basic,30.74,851.74,Month-to-month,Bank transfer,0,0,34,2,2.7,Yes,East,1
CUST-00791,41,Basic,34.52,1370.03,Two year,Bank transfer,1,1,27,0,3.4,Yes,East,0
CUST-00792,17,Premium,96.36,1595.55,Two year,Mailed check,0,2,33,4,2.6,No,West,1
CUST-00793,43,Basic,31,1332.52,Two year,Electronic check,0,2,22,0,1.9,Yes,East,0
CUST-00794,20,Basic,41.99,797.39,Two year,Credit card,1,0,20,0,3.3,Yes,East,0
CUST-00795,52,Premium,92.95,4686.35,Two year,Credit card,1,3,31,1,2.2,Yes,East,0
CUST-00796,24,Standard,64.09,1575.35,Month-to-month,Mailed check,1,1,44,2,3.1,Yes,East,1
CUST-00797,7,Basic,35.57,250.44,Two year,Mailed check,0,1,11,1,2.8,No,West,0
CUST-00798,19,Premium,87.4,1619.42,One year,Electronic check,1,0,40,4,2.6,Yes,West,0
CUST-00799,27,Standard,55.15,1523.87,Two year,Mailed check,2,2,34,2,2.4,No,South,0
CUST-00800,18,Premium,94.82,1725.17,One year,Bank transfer,3,4,28,1,2.9,Yes,South,1
CUST-00801,23,Premium,95.32,2173.56,Two year,Electronic check,0,0,45,1,3.2,No,West,0
CUST-00802,27,Basic,33.17,856.09,Month-to-month,Bank transfer,3,4,17,0,1.8,No,East,1
CUST-00803,10,Standard,47.65,465.39,Month-to-month,Bank transfer,4,0,35,1,3.3,Yes,South,1
CUST-00804,14,Premium,74.46,1057.31,One year,Mailed check,5,0,44,1,3.5,No,South,0
CUST-00805,1,Premium,86.95,83.32,Two year,Bank transfer,0,1,33,0,4.4,No,East,1
CUST-00806,14,Standard,60.42,864.82,One year,Bank transfer,0,0,40,1,2.4,Yes,East,0
CUST-00807,29,Premium,73.36,2070.85,One year,Bank transfer,7,2,51,3,2.4,No,West,1
CUST-00808,28,Basic,35.24,946.63,One year,Electronic check,0,1,35,3,3,No,North,0
CUST-00809,41,Standard,62.53,2533.07,Month-to-month,Mailed check,4,1,39,5,1.6,Yes,North,1
CUST-00810,20,Basic,33.79,635.9,Month-to-month,Electronic check,3,2,13,1,2.8,No,East,1
CUST-00811,3,Standard,61,181.88,Month-to-month,Bank transfer,4,0,36,2,2.3,Yes,West,1
CUST-00812,44,Basic,30.34,1319.48,One year,Mailed check,0,3,41,1,3,No,South,0
CUST-00813,1,Standard,61.92,60.51,Two year,Electronic check,2,0,21,0,3.3,Yes,West,0
CUST-00814,1,Basic,32.02,30.54,Month-to-month,Bank transfer,2,0,21,1,3.4,Yes,West,1
CUST-00815,11,Basic,35.23,380.9,Month-to-month,Mailed check,1,2,25,1,2.5,No,West,0
CUST-00816,36,Standard,58.14,2061.36,Two year,Bank transfer,1,0,21,0,4,Yes,West,0
CUST-00817,1,Basic,37.97,36.93,Two year,Electronic check,1,0,21,1,1,No,North,1
CUST-00818,15,Basic,24.82,355.55,Two year,Bank transfer,1,3,23,1,1.5,No,East,0
CUST-00819,12,Premium,93.58,1065.84,One year,Mailed check,3,4,40,0,3.4,No,South,1
